date,business_id,sector,production_units,operating_hours,machine_hours,electricity_kwh,peak_load_kw,water_litres,fuel_litres,revenue_inr,temperature_c,maintenance_hours,is_anomaly,energy_cost_inr,energy_intensity,estimated_co2e_kg,water_intensity
2025-01-15,MSME_001,Packaging,910.38,7.73,7.17,1538.61,255.07,848.3,16.97,161074.21,22.21,0.0,0,12308.88,1.6900744743953073,1077.0269999999998,0.9318086952701069
2025-01-16,MSME_001,Packaging,991.92,8.25,6.84,1906.05,291.99,957.16,24.02,167660.62,23.45,0.0,0,15248.4,1.921576336801355,1334.235,0.9649568513589806
2025-01-17,MSME_001,Packaging,858.9,7.95,6.4,1413.95,241.0,884.29,11.87,146951.97,20.8,0.0,0,11311.6,1.646233554546513,989.765,1.0295610664803818
2025-01-18,MSME_001,Packaging,664.07,5.8,5.03,1194.0,287.44,613.75,10.89,106952.34,22.8,0.0,0,9552.0,1.7980032225518392,835.8,0.9242248558133931
2025-01-19,MSME_001,Packaging,557.62,6.02,5.55,960.27,223.27,518.04,16.6,89938.85,23.83,0.0,0,7682.16,1.7220867257271977,672.189,0.9290197625623183
2025-01-20,MSME_001,Packaging,857.64,8.07,7.3,1368.01,221.12,872.21,13.01,126219.15,21.38,0.0,0,10944.08,1.5950865164871042,957.607,1.0169884800149247
2025-01-21,MSME_001,Packaging,950.05,8.03,7.27,1658.56,239.13,1007.31,15.46,88736.23,20.78,0.0,0,13268.48,1.7457607494342404,1160.992,1.0602705120783116
2025-01-22,MSME_001,Packaging,1012.09,8.15,7.25,1631.84,275.38,1026.65,15.54,125243.7,21.31,0.0,0,13054.72,1.6123467280577812,1142.2879999999998,1.014386072384867
2025-01-23,MSME_001,Packaging,1039.25,7.87,6.84,1813.41,284.01,1032.46,23.32,134335.94,22.13,0.0,0,14507.28,1.7449218186191966,1269.387,0.9934664421457783
2025-01-24,MSME_001,Packaging,988.07,7.67,5.66,1687.96,263.75,983.95,18.41,96072.03,20.42,0.0,0,13503.68,1.7083405021911402,1181.572,0.9958302549414515
2025-01-25,MSME_001,Packaging,623.4,5.31,3.94,980.84,249.31,623.74,12.97,52322.44,20.94,0.0,0,7846.72,1.5733718318896375,686.588,1.0005453962143087
2025-01-26,MSME_001,Packaging,641.81,5.23,4.86,1099.8,274.58,611.96,9.75,82442.06,23.47,0.0,0,8798.4,1.71359124974681,769.8599999999999,0.9534909085243297
2025-01-27,MSME_001,Packaging,1054.93,7.41,5.78,1791.56,292.82,988.63,14.85,140582.33,21.88,0.0,0,14332.48,1.69827381911596,1254.0919999999999,0.9371522281099219
2025-01-28,MSME_001,Packaging,1005.68,7.84,5.68,1639.88,281.71,1068.52,17.79,148750.37,20.73,0.0,0,13119.04,1.6306180892530429,1147.916,1.0624850847187972
2025-01-29,MSME_001,Packaging,940.23,8.11,7.29,1598.41,275.22,962.18,18.07,108699.79,21.09,0.0,0,12787.28,1.7000202078214905,1118.887,1.0233453516692723
2025-01-30,MSME_001,Packaging,885.5,7.66,5.71,1451.37,221.59,855.06,11.59,150249.41,21.77,0.0,0,11610.96,1.639040090344438,1015.9589999999998,0.9656239412761152
2025-01-31,MSME_001,Packaging,956.87,7.5,6.12,1716.41,294.9,906.48,18.03,165478.19,22.45,0.0,0,13731.28,1.793775538996938,1201.487,0.9473387189482375
2025-02-01,MSME_001,Packaging,670.73,5.4,4.89,1095.1,247.72,643.09,7.6,94614.41,21.74,0.0,0,8760.8,1.6326987014148762,766.5699999999999,0.9587911678320636
2025-02-02,MSME_001,Packaging,653.63,5.63,4.12,1090.67,242.76,680.84,12.79,83113.43,20.84,0.0,0,8725.36,1.6686351605648457,763.469,1.0416290561938713
2025-02-03,MSME_001,Packaging,996.91,8.55,7.86,1682.46,233.18,1035.37,19.1,163675.07,22.99,0.0,0,13459.68,1.6876749154888606,1177.722,1.0385792097581525
2025-02-04,MSME_001,Packaging,904.08,7.57,6.93,1446.42,237.73,888.52,20.21,112027.67,22.16,0.0,0,11571.36,1.599880541544996,1012.494,0.9827891337049818
2025-02-05,MSME_001,Packaging,968.98,7.75,6.97,1720.08,261.87,975.73,21.93,138005.11,20.51,0.0,0,13760.64,1.7751449978327725,1204.0559999999998,1.006966088051353
2025-02-06,MSME_001,Packaging,831.27,7.54,6.86,1537.06,272.41,784.95,13.28,87158.26,24.67,0.0,0,12296.48,1.8490502484150757,1075.9419999999998,0.9442780324082429
2025-02-07,MSME_001,Packaging,949.98,8.09,7.3,1755.21,292.77,1002.64,11.56,113739.91,22.51,0.0,0,14041.68,1.8476283711236026,1228.647,1.0554327459525463
2025-02-08,MSME_001,Packaging,701.38,5.8,5.07,1150.17,248.05,665.65,16.44,97028.71,21.73,0.0,0,9201.36,1.6398671191080443,805.119,0.9490575722147766
2025-02-09,MSME_001,Packaging,600.01,6.0,4.54,1222.77,242.11,618.89,17.17,90435.69,23.46,4.49,0,9782.16,2.0379160347327545,855.939,1.0314661422309628
2025-02-10,MSME_001,Packaging,845.08,8.3,7.84,1544.44,254.37,890.91,11.83,145425.23,26.1,0.0,0,12355.52,1.8275666209116297,1081.108,1.0542315520424101
2025-02-11,MSME_001,Packaging,731.36,8.12,6.62,1520.07,249.89,780.49,14.8,83883.0,23.11,2.33,0,12160.56,2.078415554583242,1064.049,1.0671762196455918
2025-02-12,MSME_001,Packaging,928.83,7.54,5.75,1644.64,287.01,940.81,17.63,75523.02,21.18,0.0,0,13157.12,1.7706577091609874,1151.248,1.0128979468794073
2025-02-13,MSME_001,Packaging,937.5,8.59,6.49,1726.49,241.68,951.81,11.35,145308.71,22.32,0.0,0,13811.92,1.8415893333333333,1208.543,1.015264
2025-02-14,MSME_001,Packaging,906.72,7.41,6.17,1654.41,267.03,892.32,16.35,86613.55,22.78,0.0,0,13235.28,1.8246095817893067,1158.087,0.9841185812599259
2025-02-15,MSME_001,Packaging,441.99,6.0,4.86,856.69,188.19,408.55,9.6,45572.93,24.94,1.62,0,6853.52,1.9382565216407612,599.683,0.9243421796873232
2025-02-16,MSME_001,Packaging,671.72,5.31,4.66,1107.57,274.6,709.95,14.31,80416.87,23.58,0.0,0,8860.56,1.6488566664681712,775.2989999999999,1.056913594950277
2025-02-17,MSME_001,Packaging,924.35,7.74,7.23,1504.9,242.2,971.3,14.04,97927.64,24.35,0.0,0,12039.2,1.628062963163304,1053.43,1.0507924487477687
2025-02-18,MSME_001,Packaging,1011.46,7.88,6.72,1725.04,300.55,953.22,21.79,130219.06,21.83,0.0,0,13800.32,1.7054950269906866,1207.5279999999998,0.9424198683091768
2025-02-19,MSME_001,Packaging,947.18,7.9,5.73,1542.61,250.08,892.53,21.36,169015.86,24.5,0.0,0,12340.88,1.628634472856268,1079.8269999999998,0.9423024134800144
2025-02-20,MSME_001,Packaging,830.82,8.07,7.07,1554.04,241.64,852.76,12.23,142436.95,24.96,0.0,0,12432.32,1.8704893960183913,1087.828,1.0264076454587034
2025-02-21,MSME_001,Packaging,1031.32,8.02,5.87,1637.87,252.88,989.3,15.25,112279.38,25.0,0.0,0,13102.96,1.5881297754334252,1146.5089999999998,0.959256098979948
2025-02-22,MSME_001,Packaging,573.8,5.58,4.91,1030.67,248.08,573.47,12.69,65083.35,21.68,2.05,0,8245.36,1.796218194492855,721.469,0.9994248867201116
2025-02-23,MSME_001,Packaging,707.93,5.22,4.67,1222.48,285.29,744.07,13.77,105813.56,27.37,0.0,0,9779.84,1.726837399177885,855.736,1.0510502450807284
2025-02-24,MSME_001,Packaging,902.65,8.53,6.42,1591.18,245.12,956.51,21.49,145016.61,24.13,0.0,0,12729.44,1.762787348363153,1113.826,1.0596687531158255
2025-02-25,MSME_001,Packaging,941.76,8.45,6.59,1730.24,244.81,872.36,20.86,162476.9,22.3,0.0,0,13841.92,1.8372409106354062,1211.168,0.9263081889228678
2025-02-26,MSME_001,Packaging,876.81,8.54,8.14,1746.9,265.63,851.43,23.0,73389.5,26.27,0.0,0,13975.2,1.992335853833784,1222.83,0.9710541622472372
2025-02-27,MSME_001,Packaging,954.32,7.51,5.55,1745.53,285.65,926.12,16.31,151805.69,23.22,0.0,0,13964.24,1.8290824880543213,1221.8709999999999,0.9704501634671808
2025-02-28,MSME_001,Packaging,981.69,7.66,5.56,1806.07,294.91,1059.91,14.02,153850.04,26.21,0.0,0,14448.56,1.8397559310984117,1264.2489999999998,1.0796789210443216
2025-03-01,MSME_001,Packaging,675.8,5.71,5.31,1112.7,238.36,633.68,10.5,73475.16,22.45,0.0,0,8901.6,1.6464930452796687,778.89,0.9376738680082864
2025-03-02,MSME_001,Packaging,671.83,5.5,4.85,1123.06,243.51,719.64,11.22,94957.55,25.42,0.0,0,8984.48,1.6716431240045844,786.1419999999999,1.0711638360894868
2025-03-03,MSME_001,Packaging,899.43,7.66,7.25,1707.07,299.85,852.88,12.23,88723.53,26.92,0.0,0,13656.56,1.8979464772133463,1194.9489999999998,0.9482449996108647
2025-03-04,MSME_001,Packaging,1073.13,8.25,6.25,1819.76,302.02,1089.09,18.52,95668.56,24.41,0.0,0,14558.08,1.6957498159589237,1273.8319999999999,1.0148723826563415
2025-03-05,MSME_001,Packaging,909.92,7.53,7.02,1670.69,295.44,896.6,14.08,96429.52,26.18,0.0,0,13365.52,1.836084490944259,1169.483,0.9853613504483911
2025-03-06,MSME_001,Packaging,924.8,8.45,7.09,1723.17,279.32,951.14,18.74,98678.79,25.8,0.0,0,13785.36,1.8632893598615918,1206.219,1.0284818339100346
2025-03-07,MSME_001,Packaging,991.78,8.2,7.58,1843.36,267.34,1020.36,18.98,153995.2,26.18,0.0,0,14746.88,1.8586380043961361,1290.3519999999999,1.0288168747101172
2025-03-08,MSME_001,Packaging,667.02,5.45,4.9,1142.32,292.33,614.34,9.36,94511.49,25.89,0.0,0,9138.56,1.7125723366615693,799.6239999999999,0.9210218584150401
2025-03-09,MSME_001,Packaging,698.07,5.38,4.7,1203.99,292.49,702.68,15.8,79710.48,28.01,0.0,0,9631.92,1.7247410718122824,842.793,1.006603922242755
2025-03-10,MSME_001,Packaging,932.23,7.75,6.89,1453.33,261.24,864.48,21.44,165330.59,26.16,0.0,0,11626.64,1.5589822254164745,1017.3309999999999,0.9273248018192936
2025-03-11,MSME_001,Packaging,1041.89,7.53,6.79,1659.0,276.97,1032.87,12.74,187239.74,25.78,0.0,0,13272.0,1.5922986111777633,1161.3,0.9913426561345245
2025-03-12,MSME_001,Packaging,1001.71,8.25,6.38,1737.44,291.94,1073.97,12.14,123444.38,25.32,0.0,0,13899.52,1.7344740493755677,1216.2079999999999,1.0721366463347675
2025-03-13,MSME_001,Packaging,1069.56,8.18,6.67,1818.62,303.82,989.32,19.4,124980.69,27.52,0.0,0,14548.96,1.7003440667190246,1273.0339999999999,0.9249784958300611
2025-03-14,MSME_001,Packaging,819.22,8.35,7.7,1661.06,262.96,816.8,11.78,75793.23,26.96,4.68,0,13288.48,2.0276116305754255,1162.742,0.9970459705573593
2025-03-15,MSME_001,Packaging,695.72,5.33,4.47,1149.23,251.78,674.61,10.77,56465.97,26.57,0.0,0,9193.84,1.6518570689357788,804.461,0.9696573334099925
2025-03-16,MSME_001,Packaging,812.61,5.41,4.8,1340.64,323.08,875.88,7.88,105548.93,25.74,0.0,0,10725.12,1.6497951046627535,938.448,1.0778602281537268
2025-03-17,MSME_001,Packaging,965.82,8.08,5.83,1511.31,221.41,893.68,10.83,115600.76,26.9,0.0,0,12090.48,1.5647946822389263,1057.917,0.9253069930214739
2025-03-18,MSME_001,Packaging,743.46,7.62,5.79,1713.0,303.73,768.33,21.08,112567.04,27.63,4.74,0,13704.0,2.3040916794447583,1199.1,1.033451698813655
2025-03-19,MSME_001,Packaging,1041.88,8.4,6.21,1959.96,272.99,1065.82,18.05,159573.36,26.97,0.0,0,15679.68,1.881176335086574,1371.972,1.0229776941682343
2025-03-20,MSME_001,Packaging,919.82,8.48,6.55,1659.0,260.28,943.18,17.77,124669.13,26.17,0.0,0,13272.0,1.8036137505164054,1161.3,1.0253962731838837
2025-03-21,MSME_001,Packaging,929.54,8.64,8.24,1719.9,272.28,859.74,14.37,117365.89,25.31,0.0,0,13759.2,1.8502700260343827,1203.93,0.9249090948210944
2025-03-22,MSME_001,Packaging,653.34,5.46,4.42,1174.0,269.84,651.95,15.14,111113.45,29.46,0.0,0,9392.0,1.796920439587351,821.8,0.9978724706890746
2025-03-23,MSME_001,Packaging,788.61,5.68,5.34,1323.36,278.27,742.12,14.14,134775.99,28.01,0.0,0,10586.88,1.6780918324647163,926.3519999999999,0.9410481733683316
2025-03-24,MSME_001,Packaging,969.28,7.68,7.13,1586.15,250.95,917.1,14.62,171505.52,29.07,0.0,0,12689.2,1.63642084846484,1110.305,0.9461662264773854
2025-03-25,MSME_001,Packaging,989.71,7.78,7.04,1604.33,259.48,992.84,14.05,161212.14,25.08,0.0,0,12834.64,1.6210101949055782,1123.031,1.0031625425629729
2025-03-26,MSME_001,Packaging,1088.22,7.57,5.76,1902.82,343.46,1148.15,20.07,150757.6,28.79,0.0,0,15222.56,1.7485618716803586,1331.974,1.0550715847898404
2025-03-27,MSME_001,Packaging,1066.73,7.5,5.89,1860.84,304.81,1002.23,15.11,184957.97,27.69,0.0,0,14886.72,1.7444339242357485,1302.588,0.9395348401188679
2025-03-28,MSME_001,Packaging,877.13,7.94,6.7,1561.44,259.15,901.47,23.4,78406.8,28.24,2.23,0,12491.52,1.7801694161640806,1093.008,1.0277495924207358
2025-03-29,MSME_001,Packaging,702.27,5.93,4.52,1364.94,297.54,701.96,13.71,117202.67,29.13,0.0,0,10919.52,1.943611431500705,955.458,0.9995585743375056
2025-03-30,MSME_001,Packaging,691.11,5.76,4.44,1354.22,327.91,708.57,17.27,58621.07,28.6,0.0,0,10833.76,1.959485465410716,947.954,1.0252637062117465
2025-03-31,MSME_001,Packaging,882.84,8.47,7.69,1786.45,282.59,858.41,20.35,141947.64,30.45,0.0,0,14291.6,2.023526346789905,1250.5149999999999,0.9723279416428797
2025-04-01,MSME_001,Packaging,1072.29,7.51,6.39,1705.01,274.43,1105.83,14.27,133896.21,27.74,0.0,0,13640.08,1.590064255005642,1193.5069999999998,1.0312788518031502
2025-04-02,MSME_001,Packaging,860.02,7.65,5.64,1709.32,283.69,843.48,21.07,113443.3,30.69,0.0,0,13674.56,1.987535173600614,1196.524,0.9807678891188577
2025-04-03,MSME_001,Packaging,882.02,7.87,6.76,2641.26,336.17,912.81,22.98,72170.08,26.03,0.0,1,21130.08,2.994557946531825,1848.882,1.0349085054760663
2025-04-04,MSME_001,Packaging,1015.77,7.67,7.23,1751.66,293.36,980.81,13.45,162830.43,27.3,0.0,0,14013.28,1.72446518404757,1226.162,0.9655827598767437
2025-04-05,MSME_001,Packaging,762.72,5.4,4.42,1348.0,322.7,765.8,13.36,69169.73,29.69,0.0,0,10784.0,1.7673589259492342,943.5999999999999,1.0040381791483113
2025-04-06,MSME_001,Packaging,627.54,6.01,5.03,1184.99,270.12,672.86,13.73,101610.58,28.97,0.0,0,9479.92,1.8883099085317272,829.4929999999999,1.0722185039997452
2025-04-07,MSME_001,Packaging,1010.49,7.89,7.27,1735.52,289.81,974.08,21.14,123657.98,26.79,0.0,0,13884.16,1.7175033894447247,1214.8639999999998,0.9639679759324684
2025-04-08,MSME_001,Packaging,917.67,8.16,6.76,1711.63,274.94,876.08,11.2,75582.86,27.05,0.0,0,13693.04,1.8651911907330523,1198.141,0.9546786971351358
2025-04-09,MSME_001,Packaging,851.94,7.86,6.78,1542.08,231.91,881.6,19.23,152603.47,29.33,0.0,0,12336.64,1.8100805221024954,1079.456,1.0348146583092706
2025-04-10,MSME_001,Packaging,1098.55,8.29,7.12,1864.69,278.73,1044.39,14.77,112783.33,28.46,0.0,0,14917.52,1.69741022256611,1305.283,0.9506986482181058
2025-04-11,MSME_001,Packaging,912.04,8.38,6.51,1730.71,288.68,886.41,15.09,134023.11,29.17,0.0,0,13845.68,1.8976251041620982,1211.4969999999998,0.9718981623613
2025-04-12,MSME_001,Packaging,724.86,5.65,5.06,1293.01,293.74,687.21,13.8,72554.14,28.16,0.0,0,10344.08,1.7838065281571613,905.107,0.9480589355185829
2025-04-13,MSME_001,Packaging,765.45,5.46,4.81,1323.03,310.03,817.74,11.87,125689.0,28.85,0.0,0,10584.24,1.72843425436018,926.1209999999999,1.068312757201646
2025-04-14,MSME_001,Packaging,945.73,7.47,6.74,1750.8,290.48,875.54,13.05,100541.88,29.61,0.0,0,14006.4,1.8512683323993104,1225.56,0.9257821999936556
2025-04-15,MSME_001,Packaging,976.78,7.75,6.32,1819.61,282.21,976.3,23.14,161307.74,30.56,0.0,0,14556.88,1.8628657425418211,1273.7269999999999,0.9995085894469583
2025-04-16,MSME_001,Packaging,1163.11,7.51,6.88,2107.98,351.12,1217.09,13.13,102460.94,30.97,0.0,0,16863.84,1.8123651245368024,1475.586,1.0464100557986777
2025-04-17,MSME_001,Packaging,889.01,8.61,7.52,1785.51,259.19,926.67,13.04,115798.92,31.66,0.0,0,14284.08,2.008425102079842,1249.857,1.0423617282145308
2025-04-18,MSME_001,Packaging,1032.45,7.83,5.77,1982.77,297.88,1001.36,16.53,127973.44,29.86,0.0,0,15862.16,1.9204513535764443,1387.9389999999999,0.9698871616058888
2025-04-19,MSME_001,Packaging,707.38,5.73,4.34,1203.31,292.91,763.39,7.48,105756.45,27.95,0.0,0,9626.48,1.701080041844553,842.3169999999999,1.0791795074783002
2025-04-20,MSME_001,Packaging,758.65,5.28,3.96,1340.46,331.04,759.8,15.81,122444.4,29.04,0.0,0,10723.68,1.766901733342121,938.322,1.001515850523957
2025-04-21,MSME_001,Packaging,1006.59,7.91,5.94,2789.04,396.84,992.76,21.26,154372.08,33.48,0.0,1,22312.32,2.77078055613507,1952.3279999999997,0.9862605430214884
2025-04-22,MSME_001,Packaging,950.09,7.38,5.78,1747.24,319.51,875.93,12.07,168724.34,29.32,0.0,0,13977.92,1.8390257765053837,1223.068,0.921944236861771
2025-04-23,MSME_001,Packaging,890.14,8.06,6.68,1730.51,267.04,865.17,20.37,113583.39,30.18,0.0,0,13844.08,1.9440874469184624,1211.357,0.9719482328622464
2025-04-24,MSME_001,Packaging,894.42,7.95,7.22,1759.34,304.46,859.31,21.57,74990.45,29.31,0.0,0,14074.72,1.9670177321616242,1231.5379999999998,0.960745511057445
2025-04-25,MSME_001,Packaging,1075.13,8.51,7.42,2045.3,279.03,1115.97,18.05,159143.03,32.22,0.0,0,16362.4,1.9023745965604157,1431.7099999999998,1.0379861040060272
2025-04-26,MSME_001,Packaging,635.18,5.79,4.27,1109.65,224.96,651.58,8.88,61873.74,28.46,0.0,0,8877.2,1.7469851065839608,776.755,1.0258194527535502
2025-04-27,MSME_001,Packaging,633.31,5.17,3.82,1291.79,325.71,621.35,8.12,58352.46,31.89,0.0,0,10334.32,2.039743569499929,904.2529999999999,0.9811150937139791
2025-04-28,MSME_001,Packaging,906.15,8.18,6.93,1839.51,295.37,918.1,20.84,146050.17,29.68,0.0,0,14716.08,2.030028141036252,1287.657,1.013187662086851
2025-04-29,MSME_001,Packaging,1006.93,7.65,6.19,1976.23,354.48,965.15,10.85,100438.09,30.41,0.0,0,15809.84,1.9626289811605575,1383.3609999999999,0.9585075427288888
2025-04-30,MSME_001,Packaging,878.38,7.73,7.08,1711.08,291.02,926.45,19.4,138472.29,30.56,0.0,0,13688.64,1.9479951729319884,1197.7559999999999,1.0547257451217014
2025-05-01,MSME_001,Packaging,987.94,8.56,6.25,1833.32,285.54,942.66,18.07,162092.34,30.94,0.0,0,14666.56,1.8556997388505374,1283.3239999999998,0.9541672571208777
2025-05-02,MSME_001,Packaging,912.06,8.12,6.83,2332.89,333.91,931.95,20.86,87564.26,31.82,0.0,1,18663.12,2.557825143082692,1633.023,1.0218077758042234
2025-05-03,MSME_001,Packaging,742.45,5.33,4.55,1299.88,326.56,776.16,11.72,59784.32,30.41,0.0,0,10399.04,1.750798033537612,909.916,1.045403730890969
2025-05-04,MSME_001,Packaging,696.56,5.82,4.47,1304.49,278.39,674.9,16.17,125126.26,30.94,0.0,0,10435.92,1.872760422648444,913.1429999999999,0.9689043298495463
2025-05-05,MSME_001,Packaging,1005.5,8.12,6.61,1758.53,283.86,940.02,18.34,128801.3,31.7,0.0,0,14068.24,1.7489109895574342,1230.971,0.9348781700646445
2025-05-06,MSME_001,Packaging,1056.48,8.1,6.93,2159.83,311.69,1017.57,21.76,137158.04,34.36,0.0,0,17278.64,2.044364304104195,1511.8809999999999,0.9631701499318492
2025-05-07,MSME_001,Packaging,1044.45,8.27,7.52,1833.73,288.3,1033.43,11.24,106597.99,30.37,0.0,0,14669.84,1.7556895973957585,1283.6109999999999,0.9894489922925942
2025-05-08,MSME_001,Packaging,943.29,8.64,8.15,1931.14,278.55,885.68,16.74,154680.35,29.87,0.0,0,15449.12,2.0472389191022913,1351.798,0.938926523126504
2025-05-09,MSME_001,Packaging,861.4,7.82,6.26,1596.73,279.23,922.13,13.04,105922.11,32.0,0.0,0,12773.84,1.8536452286974694,1117.711,1.0705015091711167
2025-05-10,MSME_001,Packaging,574.91,5.32,4.85,923.78,231.41,595.87,11.14,71107.34,29.79,0.0,0,7390.24,1.6068254161520934,646.646,1.036457880363883
2025-05-11,MSME_001,Packaging,688.09,5.27,4.75,1261.07,291.27,660.24,14.93,72218.64,29.97,0.0,0,10088.56,1.8327108372451277,882.7489999999999,0.9595256434478048
2025-05-12,MSME_001,Packaging,939.51,7.94,7.19,1652.7,260.9,1000.61,11.51,125182.3,31.65,0.0,0,13221.6,1.7591084714372387,1156.8899999999999,1.065033900650339
2025-05-13,MSME_001,Packaging,973.13,8.08,7.63,1657.37,246.14,1048.07,13.42,141509.87,31.87,0.0,0,13258.96,1.703133188782588,1160.1589999999999,1.0770092382312744
2025-05-14,MSME_001,Packaging,913.09,7.95,7.58,1702.66,276.21,872.96,13.14,150716.18,29.38,0.0,0,13621.28,1.8647230831571915,1191.862,0.9560503345781906
2025-05-15,MSME_001,Packaging,930.08,8.27,7.03,1645.5,251.93,996.41,22.57,136631.37,32.1,0.0,0,13164.0,1.7692026492344743,1151.85,1.0713164458971272
2025-05-16,MSME_001,Packaging,729.32,8.19,6.97,1482.66,219.81,677.04,21.43,73031.53,31.96,0.0,0,11861.28,2.032934788570175,1037.862,0.9283167882411012
2025-05-17,MSME_001,Packaging,727.49,5.62,4.32,1364.66,307.55,759.15,7.02,62942.89,30.83,0.0,0,10917.28,1.875847090681659,955.262,1.0435194985498082
2025-05-18,MSME_001,Packaging,581.84,5.63,4.73,1145.98,260.49,607.5,16.54,58403.01,32.49,0.0,0,9167.84,1.9695792657775333,802.1859999999999,1.0441014711948302
2025-05-19,MSME_001,Packaging,976.63,8.17,7.45,1891.92,315.84,1007.24,21.48,109066.44,34.15,0.0,0,15135.36,1.9371921812764303,1324.344,1.0313424736082242
2025-05-20,MSME_001,Packaging,1012.88,7.71,7.38,1800.36,304.28,1037.88,11.37,125629.4,31.65,0.0,0,14402.88,1.777466234894558,1260.252,1.024682094621278
2025-05-21,MSME_001,Packaging,961.78,8.01,7.62,1745.3,281.18,950.62,11.95,78154.58,32.56,0.0,0,13962.4,1.8146561583730167,1221.7099999999998,0.9883965147954834
2025-05-22,MSME_001,Packaging,978.75,8.28,7.73,1796.33,266.51,1028.71,18.0,147814.33,32.54,0.0,0,14370.64,1.835330779054917,1257.4309999999998,1.0510446998722862
2025-05-23,MSME_001,Packaging,932.86,7.82,6.56,1798.01,272.64,981.51,10.8,97005.3,34.26,0.0,0,14384.08,1.9274167613575455,1258.607,1.0521514482344618
2025-05-24,MSME_001,Packaging,634.38,5.56,5.0,1306.72,277.92,631.47,16.46,90979.41,34.18,0.0,0,10453.76,2.059837952016142,914.704,0.9954128440366973
2025-05-25,MSME_001,Packaging,723.51,5.21,3.97,1380.93,324.77,740.05,12.77,94971.45,30.71,0.0,0,11047.44,1.9086536468051583,966.651,1.022860775939517
2025-05-26,MSME_001,Packaging,906.62,7.4,5.87,1806.2,335.94,948.46,17.74,96127.3,33.21,0.0,0,14449.6,1.9922348944430963,1264.34,1.0461494341620525
2025-05-27,MSME_001,Packaging,868.64,7.93,6.59,1598.42,269.01,814.53,15.55,73141.44,32.71,0.0,0,12787.36,1.8401409099281636,1118.894,0.9377072204825935
2025-05-28,MSME_001,Packaging,1004.15,7.72,7.15,1924.78,305.78,926.71,22.64,153300.25,33.29,0.0,0,15398.24,1.9168251755215855,1347.346,0.9228800478016234
2025-05-29,MSME_001,Packaging,751.83,7.5,6.67,1698.4,263.0,727.43,13.06,116021.23,31.98,2.88,0,13587.2,2.2590213213093384,1188.8799999999999,0.9675458547810009
2025-05-30,MSME_001,Packaging,912.1,8.45,7.44,1772.42,271.75,874.08,22.23,76130.16,33.95,0.0,0,14179.36,1.943229909001206,1240.694,0.9583159741256442
2025-05-31,MSME_001,Packaging,659.76,5.21,4.79,1299.74,313.79,699.77,11.61,86920.25,34.38,0.0,0,10397.92,1.970019400994301,909.818,1.0606432642172912
